"","lon","lat","SpeciesName","Status","CCAA"
"1452",-5.961658,37.362125,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1453",-4.555975,36.58636,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1454",-2.949468,36.847335,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1455",-6.51543,37.261313,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1456",-5.822882,36.748821,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1457",-1.815306,37.196988,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1458",-6.09506,36.280849,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1459",-6.090524,36.332294,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1460",-5.98202,37.377542,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1461",-4.766111,37.886389,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1462",-7.126457,37.218239,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1463",-6.053976,37.37167,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1464",-4.780278,37.880833,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1465",-6.14458,36.424914,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1466",-2.407737,36.830503,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1467",-6.922444,37.262051,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1468",-5.950193,37.479142,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1469",-4.452048,36.702491,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1470",-4.519167,36.6625,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1471",-4.482729,37.409183,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1472",-4.75583,37.883762,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1473",-6.109331,36.699206,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1474",-5.822202,37.625115,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1475",-5.968357,36.245372,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1476",-6.143813,36.42465,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1477",-6.048514,37.367715,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1478",-3.462969,36.735678,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1479",-4.782366,37.863975,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1480",-5.448323,36.135757,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1481",-4.641267,36.50922,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1482",-6.094967,36.280754,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1483",-5.074351,37.536599,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1484",-2.948035,36.839377,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1485",-4.967027,36.487944,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1486",-3.896402,36.791267,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1487",-2.071645,37.347421,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1488",-4.41727,36.723135,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1489",-3.463148,36.735468,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1490",-4.975742,36.514276,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1491",-4.804867,37.89116,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1492",-4.780075,37.893273,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1493",-6.104697,37.342571,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1494",-4.303145,36.734685,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1495",-5.988261,37.382062,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1496",-4.357641,36.728646,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1497",-5.977715,37.375519,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1498",-2.810278,36.772222,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1499",-6.040084,36.205514,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1500",-5.954677,37.418363,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1501",-5.978948,37.373773,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1502",-6.138333,36.669996,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1503",-3.686598,36.732709,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1504",-4.515486,36.779804,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1505",-4.437288,36.704263,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1506",-2.947916,36.839342,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1507",-6.009535,37.400942,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1508",-3.618509,38.096104,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1509",-4.446984,37.473533,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1510",-4.374316,36.725762,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1511",-2.146041,36.928385,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1512",-4.446929,37.473591,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1513",-4.993889,36.482778,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1514",-3.884804,36.743582,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1515",-4.096397,36.739675,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1516",-4.9,37.7,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1517",-4.781662,37.899534,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1518",-4.099324,36.739043,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1519",-5.994883,37.404265,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1520",-4.420537,36.717434,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1521",-6.201721,37.386596,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1522",-7.398802,37.214996,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1523",-4.7039,36.965992,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1524",-3.896243,36.791355,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1525",-4.878724,36.521899,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1526",-6.112553,37.413965,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1527",-5.90903,37.29139,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1528",-5.470613,36.157902,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1529",-4.052671,36.785724,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1530",-5.22965,36.363129,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1531",-5.03921,36.476031,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1532",-1.831136,37.145069,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1533",-6.149549,36.422324,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1534",-7.100207,37.218942,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1535",-4.415154,36.719662,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1536",-6.088912,36.277242,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1537",-6.522778,37.258889,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1538",-4.762272,37.39398,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1539",-2.032559,36.874691,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1540",-5.235278,36.356111,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1541",-4.707145,36.538126,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1542",-4.891687,36.508018,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1543",-4.705388,36.825726,"Jacaranda mimosifolia","Potentially invasive in Spain","Andalucía"
"1544",-4.77,37.87,"Juniperus virginiana","Potentially invasive in Spain","Andalucía"
"1545",-4.778632,37.869335,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1546",-5.971227,37.373264,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1547",-6,37.4,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1548",-4.387202,37.096435,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1549",-4.145,36.872222,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1550",-3.6,38.1,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1551",-6.123702,36.442153,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1552",-6.682257,37.28795,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1553",-3.7,37.2,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1554",-1.7,37.4,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1555",-5.9,37.3,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1556",-4.387185,37.096431,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1557",-2.450129,36.843357,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1558",-6.1,36.7,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1559",-4.636019,36.51893,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1560",-4.468798,36.916312,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1561",-4.640471,36.543168,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1562",-6.154014,37.399632,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1563",-1.79566,37.242449,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1564",-3.606343,37.196064,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1565",-6.043798,37.432548,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1566",-4.321496,37.036819,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1567",-5.994378,37.404623,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1568",-4.053333,37.938056,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1569",-1.9,37.1,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1570",-4.522073,37.397252,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1571",-5.609165,36.019739,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1572",-5.919276,36.194768,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1573",-4.959186,37.118108,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1574",-5.937231,37.494576,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1575",-4.8,37.9,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1576",-2.77,36.69,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1577",-5.8,37.2,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1578",-3.304061,36.745139,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1579",-4.578466,37.015921,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1580",-4.467789,36.725929,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1581",-4.495062,37.406538,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1582",-6.024978,37.335318,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1583",-4.925751,37.845147,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1584",-6.1,37.3,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1585",-6.22433,36.443637,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1586",-5.916785,37.407181,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1587",-5.8,37.3,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1588",-5.916275,37.407172,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1589",-2.447537,36.931517,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1590",-2.961132,36.971675,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1591",-3.783611,37.769167,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1592",-5.925027,37.409937,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1593",-3.136166,37.30372,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1594",-5.966072,37.393501,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1595",-3.575902,37.156849,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1596",-5.544792,37.256149,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1597",-5.966072,37.393506,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1598",-4.367222,37.318333,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1599",-4.096564,36.878537,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1600",-4.193333,36.717222,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1601",-4.9,37.4,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1602",-3.8,37.8,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1603",-3.6,37.2,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1604",-4.758197,36.661384,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1605",-6.3,37.8,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1606",-4.640347,36.710105,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1607",-4.789361,37.881058,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1608",-2.455957,36.840031,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1609",-6.049167,37.335278,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1610",-4.551499,37.686658,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1611",-6.337268,36.78862,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1612",-7.021384,37.270381,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1613",-6.087625,36.299697,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1614",-4.436111,36.725,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1615",-3.600237,37.179699,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1616",-1.941023,37.390012,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1617",-3.941612,37.655895,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1618",-2.768802,37.483986,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1619",-3.588119,37.181993,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1620",-7.328546,37.194033,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1621",-6.136682,36.416223,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1622",-6.061438,36.238042,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1623",-5.990157,37.40068,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1624",-4.990833,36.481667,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1625",-3.62078,37.138841,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1626",-5.1,37.7,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1627",-4.476595,36.720741,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1628",-5.614512,36.020774,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1629",-3.587885,37.181955,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1630",-3.590996,37.153047,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1631",-3.63257,37.207983,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1632",-5.9775,37.383889,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1633",-4.483611,37.684722,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1634",-4.655603,37.553478,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1635",-4.474629,37.36592,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1636",-2.8,36.8,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1637",-4.4,37.6,"Kalanchoe daigremontiana","Potentially invasive in Spain","Andalucía"
"1638",-5.3075,36.6,"Lablab purpureus","Potentially invasive in Spain","Andalucía"
"1639",-6.9525,37.9464,"Lablab purpureus","Potentially invasive in Spain","Andalucía"
"1640",-4.77,37.87,"Lablab purpureus","Potentially invasive in Spain","Andalucía"
"1641",-2.45,37.96,"Laburnum anagyroides","Potentially invasive in Spain","Andalucía"
"1642",-4.77,37.87,"Laburnum anagyroides","Potentially invasive in Spain","Andalucía"
"1643",-5.166664,36.739986,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1644",-3.591285,37.1768,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1645",-4.79,37.86,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1646",-4.405,36.727,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1647",-4.65,37.51,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1648",-4.45,37.97,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1649",-4.77,37.87,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1650",-4.79,37.87,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1651",-4.43815,36.71872,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1652",-4.780128,37.889158,"Lagerstroemia indica","Potentially invasive in Spain","Andalucía"
"1653",-4.41485,36.72085,"Livistona chinensis","Potentially invasive in Spain","Andalucía"
"1654",-4.77,37.87,"Magnolia champaca","Potentially invasive in Spain","Andalucía"
"1655",-6.9212118639322,37.1887238554716,"Malvastrum coromandelianum","Potentially invasive in Spain","Andalucía"
"1656",-4.764495,37.932342,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1657",-2.631528,36.809383,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1658",-2.432975,36.831049,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1659",-3.805881,37.128613,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1660",-2.589948,36.805203,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1661",-3.110264,36.781552,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1662",-5.260119,36.309656,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1663",-4.63661,36.595955,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1664",-6.17853,36.865509,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1665",-2.444809,36.832111,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1666",-4.812815,37.88094,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1667",-5.964363,37.404503,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1668",-3.59581,37.180728,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1669",-5.98682,37.413039,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1670",-2.616475,36.832099,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1671",-5.919369,37.401779,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1672",-5.81346,36.758439,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1673",-6.516965,37.220864,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1674",-3.586389,37.175,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1675",-3.617262,37.189149,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1676",-4.443437,36.694008,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1677",-5.235322,36.346715,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1678",-3.603056,37.159444,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1679",-4.779575,37.879568,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1680",-3.615625,37.200632,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1681",-3.581269,37.170857,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1682",-6.203854,36.463206,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1683",-3.574007,36.933209,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1684",-3.924967,37.464476,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1685",-4.797222,37.197222,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1686",-4.779633,37.879245,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1687",-3.509784,38.0467,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1688",-3.539138,38.34286,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1689",-4.755,37.578611,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1690",-5.716431,37.465256,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1691",-4.988304,36.482697,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1692",-4.7274,37.135971,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1693",-3.470082,37.988437,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1694",-4.547325,37.023534,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1695",-5.416357,37.538393,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1696",-3.608611,38.296944,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1697",-4.764364,36.91198,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1698",-3.586454,37.175073,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1699",-4.648831,37.579656,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1700",-3.585924,37.175009,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1701",-2.999278,37.9209,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1702",-3.681583,37.223502,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1703",-3.607723,37.188457,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1704",-3.507098,37.161272,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1705",-4.797133,37.197404,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1706",-4.208523,37.44384,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1707",-6.141186,37.332513,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1708",-3.579611,36.727409,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1709",-3.586389,37.174722,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1710",-5.341945,36.619634,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1711",-3.59461,37.188091,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1712",-3.623192,38.09639,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1713",-4.091557,36.742848,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1714",-3.596091,37.180798,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1715",-3.596111,37.180833,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1716",-3.804058,37.976647,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1717",-3.611588,37.766792,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1718",-6.018809,37.381844,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1719",-5.741131,36.80868,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1720",-5.164617,36.736659,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1721",-6.138347,36.692999,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1722",-4.547181,37.024009,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1723",-5.249305,36.638632,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1724",-6.410865,36.71323,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1725",-4.091928,36.879869,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1726",-4.797285,37.197352,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1727",-3.595515,37.180778,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1728",-4.797171,37.197313,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1729",-3.589088,37.159638,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1730",-1.675265,37.356983,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1731",-5.164864,36.736707,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1732",-6.557543,37.38736,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1733",-5.97488,37.391192,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1734",-4.679346,36.81238,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1735",-3.537028,36.979752,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1736",-6.054041,37.284027,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1737",-6.053793,37.283981,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1738",-5.434066,36.425097,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1739",-2.896171,36.993334,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1740",-3.427931,36.886649,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1741",-3.586339,37.175063,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1742",-3.587211,37.18534,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1743",-4.278945,36.719156,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1744",-6.084722,37.316944,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1745",-6.547731,37.702217,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1746",-4.278968,36.71919,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1747",-5.660805,36.658642,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1748",-7.220565,37.205117,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1749",-4.635096,37.101532,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1750",-6.22665,37.453823,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1751",-5.505992,37.34925,"Melia azedarach","Potentially invasive in Spain","Andalucía"
"1752",-5.981712,37.384384,"Melia azedarach","Potentially invasive in Spain","Andalucía"
